address,attraction,chance,city,cname,collected,cuuid,day,degree,delivered,endtime,ftype,iname,industry,info,invited,logo,maxsal,mina_url,minsal,month,overdue,refresh,reslan,scale,url
上海 人民广场,Data Analyst,面议,上海,eBay,0,com_sovvabwfeqes,3,本科,0,2018-11-30,1,"Intern, APAC Seller Trus",互联网,"<span style=""font-size:14px;"">Business Title: Intern, APAC Seller Trust Management</span><br> <span style=""font-size:14px;"">Work Location: Shanghai</span><br> <span style=""font-size:14px;"">Level: N/A</span><br> <p><span style=""font-size:14px;"">The APAC Seller Trust Management Intern will be responsible for supporting policy managers in analytics, reporting, research and documentation-related tasks with the focus on keeping eBay as a trusted Marketplace while minimizing losses.&nbsp;</span> </p><p><span style=""font-size:14px;""><strong>Key responsibilities include:</strong></span> </p><span style=""font-size:14px;"">Perform data investigation with the guidance of policy managers to identify risk indicators of eBay sellers</span><br> <span style=""font-size:14px;"">Generate tracking reports on eBay seller performance metrics</span><br> <span style=""font-size:14px;"">Conduct in-depth research on 3rd party data service providers</span><br> <span style=""font-size:14px;"">Document policies and processes to ensure easy reference for policy managers and cross-functional stakeholders</span><br> <span style=""font-size:14px;"">Assist on building training materials for customer service agents</span><br> <span style=""font-size:14px;"">Handle escalations from AM/CS</span><br> <span style=""font-size:14px;"">Other ad-hoc tasks involving Excel, PowerPoint, Word</span><br> <span style=""font-size:14px;""><strong>Job requirement</strong></span><br> <span style=""font-size:14px;"">The desired qualities of the candidate should include:</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Currently pursuing a Bachelor’s or Master’s degree in Economics / Business / Statistics / Computer Science or related fields</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Proactive, responsive, willing to learn and attentive to details</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Proficiency in SQL/Excel/Pivot table.</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Knowledge in corporate financial analysis is a plus</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Statistical modelling knowledge using SAS is a plus</span><br> <span style=""font-size:14px;"">· &nbsp; &nbsp; &nbsp; &nbsp; Can fluently speak, read and write both English &amp; Chinese (Mandarin)</span><br> <span style=""font-size:14px;""></span>",0,https://sxsimg.xiaoyuanzhao.com/CC/A6/CC02C742C0CD9430B7C85470C63530A6.png,185,pages/zwDetail/zwDetail?uuid=inn_61yxs2igdp4r,175,9,0,2018-10-19 14:08:02,中文,150-500人,https://www.shixiseng.com/intern/inn_61yxs2igdp4r
重庆市江北区五福路1号,餐饮补贴 提供住宿 提供转正,可转正,重庆,佰聆数据,0,com_hc4wc4a1vdx4,5,本科,0,2018-12-10,1,助理数据分析师（重庆）,计算机/互联网,"<p>
	岗位职责：
</p>
<p>
	(1)&nbsp; 协助分析师分析项目需求，编制需求说明书和工作方案；<br>
(2)&nbsp; 协助分析师进行项目相关资料搜集和研究；<br>
(3)&nbsp; 协助分析师进行数据抽取、数据清洗、数据探索、数据建模分析等工作；<br>
(4) 协助分析师完成数据分析报告、建模报告、数据报表项目相关文档工作；<br>
(5)&nbsp; 其他日常支撑工作。
</p>
<p>
	任职要求：
</p>
<p>
	(1)&nbsp; 本科以上学历，大四在校生，刚毕业学生也可；<br>
(2)&nbsp; 专业背景是应用数学、统计学、计算机等相关专业；<br>
(3)&nbsp;&nbsp; 每周至少4天时间上班，可以接受驻点；<br>
(4)&nbsp; 了解Greenplum、Oracle、PostgreSQL等语言；<br>
(5)&nbsp;&nbsp; 能够利用工具进行筛选、合并、匹配等数据处理；<br>
(6)&nbsp;&nbsp; 良好的数理统计、多元统计分析基础，对数据分析和挖掘算法有一定了解；<br>
(7)&nbsp;&nbsp; 具备良好的沟通能力和表达能力，逻辑清晰；<br>
(8)&nbsp;&nbsp; 具备良好的团队协作能力。
</p>",0,https://sxsimg.xiaoyuanzhao.com/2F/9A/2F3473D10E91E56FB9B6F2EB5EDAE19A.png,150,pages/zwDetail/zwDetail?uuid=inn_cnsfbfzsb6ld,100,9,0,2018-10-19 13:49:24,中文,50-150人,https://www.shixiseng.com/intern/inn_cnsfbfzsb6ld
河南省郑州市高新区玉兰街97号中移在线服务有限公司,餐饮补贴 提供住宿 提供转正,可转正,郑州,佰聆数据,0,com_hc4wc4a1vdx4,4,本科,0,2018-10-29,1,助理数据分析师（郑州）,计算机/互联网,"<p>
	岗位职责：
</p>
<p>
	(1)&nbsp; 协助分析师分析项目需求，编制需求说明书和工作方案；<br>
(2)&nbsp; 协助分析师进行项目相关资料搜集和研究；<br>
(3)&nbsp; 协助分析师进行数据抽取、数据清洗、数据探索、数据建模分析等工作；<br>
(4) 协助分析师完成数据分析报告、建模报告、数据报表项目相关文档工作；<br>
(5)&nbsp; 其他日常支撑工作。
</p>
<p>
	任职要求：
</p>
<p>
	(1)&nbsp; 本科以上学历，大四在校生，刚毕业学生也可；<br>
(2)&nbsp; 专业背景是应用数学、统计学、计算机等相关专业；<br>
(3)&nbsp;&nbsp; 每周至少4天时间上班，可以接受驻点；<br>
(4)&nbsp; 了解Greenplum、Oracle、PostgreSQL等语言；<br>
(5)&nbsp;&nbsp; 能够利用工具进行筛选、合并、匹配等数据处理；<br>
(6)&nbsp;&nbsp; 良好的数理统计、多元统计分析基础，对数据分析和挖掘算法有一定了解；<br>
(7)&nbsp;&nbsp; 具备良好的沟通能力和表达能力，逻辑清晰；<br>
(8)&nbsp;&nbsp; 具备良好的团队协作能力。
</p>",0,https://sxsimg.xiaoyuanzhao.com/2F/9A/2F3473D10E91E56FB9B6F2EB5EDAE19A.png,150,pages/zwDetail/zwDetail?uuid=inn_zxwhnccj325h,100,10,0,2018-10-19 13:49:22,中文,50-150人,https://www.shixiseng.com/intern/inn_zxwhnccj325h
福州市鼓楼区恒力金融中心6楼,周末双休，免费培训,可转正,福州,佰聆数据,0,com_hc4wc4a1vdx4,3,本科,0,2018-11-17,1,助理数据分析师（福州）,计算机/互联网,"<p>
	(1)&nbsp; 协助分析师分析项目需求，编制需求说明书和工作方案；
</p>
<p>
	(2)&nbsp; 协助分析师进行项目相关资料搜集和研究；<br>
(3)&nbsp; 协助分析师进行数据抽取、数据清洗、数据探索、数据建模分析等工作；<br>
(4) 协助分析师完成数据分析报告、建模报告、数据报表项目相关文档工作；<br>
(5)&nbsp; 其他日常支撑工作。
</p>
<p>
	任职要求：
</p>
<p>
	(1)&nbsp; 本科以上学历，大四在校生，刚毕业学生也可；<br>
(2)&nbsp; 专业背景是应用数学、统计学、计算机等相关专业；<br>
(3)&nbsp;&nbsp; 每周至少4天时间上班，可以接受驻点；<br>
(4)&nbsp; 了解Greenplum、Oracle、PostgreSQL等语言；<br>
(5)&nbsp;&nbsp; 能够利用工具进行筛选、合并、匹配等数据处理；<br>
(6)&nbsp;&nbsp; 良好的数理统计、多元统计分析基础，对数据分析和挖掘算法有一定了解；<br>
(7)&nbsp;&nbsp; 具备良好的沟通能力和表达能力，逻辑清晰；<br>
(8)&nbsp;&nbsp; 具备良好的团队协作能力。
</p>",0,https://sxsimg.xiaoyuanzhao.com/2F/9A/2F3473D10E91E56FB9B6F2EB5EDAE19A.png,150,pages/zwDetail/zwDetail?uuid=inn_bsy4qxpgcc3g,100,9,0,2018-10-19 13:49:18,中文,50-150人,https://www.shixiseng.com/intern/inn_bsy4qxpgcc3g
北京市海淀区中关村软件园23号楼,图像识别；图像标注、算法训练。,面议,北京,博天数创,0,com_urdp4uhrmzdl,5,不限,0,2018-11-23,1,图像识别,计算机/互联网,"<p style=""text-align:justify;"">
	职位描述：<span>&nbsp;</span>对互联网及公司项目上应用的时空大数据、影像、电子地图数据的处理，如互联网社交、物联网等时空大数据挖掘处理、图像识别、基础地图整合、兴趣点收集整理、公交数据制作、审核等电子地图数据处理的工作。<span></span>
</p>
<p style=""text-align:justify;"">
	特别说明：该岗位入职后会有计算机学习、<span>AI</span>人工智能方向的博士定期持续性引带。提供实习证明。
</p>
<p style=""text-align:justify;"">
	工作地点 北京市丰台区<span></span>
</p>
<p style=""text-align:justify;"">
	<br>
</p>",0,https://sxsimg.xiaoyuanzhao.com/32/21/325B6BC6BA3D61D4C6A1A6B55D8A9221.png,150,pages/zwDetail/zwDetail?uuid=inn_xoxyqqjkt4bj,100,8,0,2018-10-19 11:55:13,中文,15-50人,https://www.shixiseng.com/intern/inn_xoxyqqjkt4bj
常州市天宁区关河东路66号九州环宇801、802室,入职免费培训、实习优秀转正、免费午餐、提供实习证明、免费零食,可转正,常州,compassedu指南者教育,0,com_9uc7etqw3vcx,3,硕士,0,2018-10-23,1,数据（Stata）实习生（常州）,教育培训,"<p>
	公司介绍：
</p>
<p>
	compassedu指南者教育是一家专注于利用互联网<span>+</span>大数据技术提高学员学习效率的互联网在线教育公司。我们相信，不受时间和地域限制的线上教育，将会大大提高优质课程的传播速度，并因此惠及到更多二三线城市及偏远地区的学生。六年多来，凭借着大学生技能培训，雅思培训，海外研究生申请业务等在线教育产品，指南者教育已为近万名学生提供在线教育服务，其中许多学生实现了职业生涯或学业生涯质的飞跃。<span></span> 
</p>
<p>
	我们相信，员工是我们取得不断进步的重要原因之一。“员工第一”的理念在工作中落实到了各个环节：<span></span> 
</p>
<p>
	在这里你可以得到每年<span>10</span>天以上的年假，符合国家规定的五险一金以及带薪病假；<span></span> 
</p>
<p>
	在这里没有办公室政治，鲜有上下级概念，团队氛围融洽；<span></span> 
</p>
<p>
	在这里公司为每一位员工提供完善的培训体系，广阔的发展平台和晋升空间。<span></span> 
</p>
<p>
	<br>
</p>
<span style=""color:#333333;font-size:16px;background-color:#ffffff;"">岗位职责：</span> 
<p>
	<br>
</p>
<p>
	<br>
</p>
<p>
	1、协助完成教案内容（量化金融方向）的准备，进行资料搜集、筛选；<span><br>
2</span>、参与各类数据分析项目设计，协助完成数据准备、场景设计、参考解答准备等环节；<br>
2、负责对学员教学成果的追踪、学生作业问题解答，积极推动课程质量提升；<br>
<br>
我们希望你：<br>
1、全日制在读研究生，有一定金融学基础，有较强数学及计算机能力，<span>Stata</span>熟练使用者优先；<br>
2、具有快速学习能力，较强的逻辑分析能力，资料搜索能力和文字功底；<br>
3、具有团队协作能力；<br>
<br>
你的收获：<br>
1、有竞争力的实习薪酬（<span>200/</span>天），表现优异者奖金丰厚；<br>
2、享受自由的发展空间，涉猎多个领域，在鼓励创新的氛围中快速成长；<br>
3、咖啡奶茶零食肥宅快乐水免费提供。
</p>
<p>
	<br>
</p>
<p>
	公司介绍：
</p>
<p>
	常州市天宁区关河东路<span>66</span>号九州环宇<span>801</span>、<span>802</span>室<span></span> 
</p>
<p>
	<br>
</p>",0,https://sxsimg.xiaoyuanzhao.com/45/06/45651E1AF30B6D8FECDC2CD236A63C06.jpg,250,pages/zwDetail/zwDetail?uuid=inn_aygyvriopxj3,200,4,0,2018-10-19 10:51:07,中文,50-150人,https://www.shixiseng.com/intern/inn_aygyvriopxj3
北京市海淀区东北旺西路8号院尚东数字谷39号楼（A区2号楼）B区1层,Matrix AI Network 机器学习/数据挖掘-算法,面议,北京,矩阵汇丰,0,com_zvxrcs0bkhhb,4,本科,0,2018-11-01,1,Matrix AI Network 机器学习/数据挖掘-算法工程师-实习生招聘,"计算机/互联网,文化传媒","<p>
	·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
工作内容：<span></span>
</p>
<p>
	o&nbsp;&nbsp; <span>&nbsp;</span>参与企业<span> AI </span>产品核心模型的研发。包括但不仅限于：数据采集、数据清洗、数据分析、模型设计和模型优化等。<span></span>
</p>
<p>
	·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;
要求<span></span>
</p>
<p>
	o&nbsp;&nbsp;
良好的<span>CS</span>基础：熟悉<span>C/C++/Python</span>等至少一门编程语言；熟悉数据结构和常用算法（比如学习过“算法导论”等课程）；有较强的算法设计和实现能力。<span></span>
</p>
<p>
	o&nbsp;&nbsp;
良好的<span>AI</span>基础：包括但不仅限于机器学习基础算法、数据挖掘基本流程、数理基础、分析建模能力。（至少完整学习<span>/</span>阅读过一本机器学习相关书籍）。<span></span>
</p>
<p>
	o&nbsp;&nbsp;
良好的外语能力：至少能阅读外文文档<span>/</span>文章。（加分：能够跟进领域内最新技术研究成果，并结合应用场景快速实验和调优） <span></span>
</p>
<p>
	o&nbsp;&nbsp;
良好的学习能力：能够迅速学习新技术并应用于实践。<span></span>
</p>
<p>
	o&nbsp;&nbsp;
良好的自我管理能力和团队协作能力，对解决具有挑战性的问题充满激情。 <span></span>
</p>
<p>
	<span>&nbsp;</span>
</p>

	<br>
",0,https://sxsimg.xiaoyuanzhao.com/C5/73/C508AD1E55D1A0A201FF0B699D062F73.png,250,pages/zwDetail/zwDetail?uuid=inn_njgjvaz47oji,200,4,0,2018-10-19 10:49:35,中文,50-150人,https://www.shixiseng.com/intern/inn_njgjvaz47oji
深圳市南山区高新园南区科技南十二路先健科技大厦20楼2008房,学习成长空间大，人工智能行业，大牛亲自教授,可转正,深圳,Webot,0,com_eb1bfkjqcivk,4,本科,0,2019-10-31,1,数据标注员实习生,计算机/互联网,"<div>
	<div>
		<span>岗位职责：</span>
	</div>
	<div>
		<span>1.负责内容的标签、分类的标注工作；</span>
	</div>
	<div>
		<span>2.负责基础数据词条的整理，知识的整理；</span>
	</div>
	<div>
		<span>3.充分理解数据标注的背景和标准，较为精确的完成任务，为相关策略的制定提供依据。</span>
	</div>
</div>
<div>
	<span>任职资格</span>
</div>
<div>
	1.大三或大四在读生，本科以上学历；
</div>
<div>
	2.较强的语言功底，快速的阅读和较深的文字阅读能力，对语言文字敏感，对文字描述的内容有快速的判断能力；
</div>
<div>
	3.具有良好的学习能力、理解能力和逻辑思维能力，沟通与表达能力好；
</div>
<div>
	4.对整理工作有热情，心思细腻有耐心，富有责任感，有相关工作工作经验者优先；
</div>
<div>
	5.丰富宽广的领域知识；对科技、金融、文化某个垂直领域知识有专业背景者优先。
</div>",0,https://sxsimg.xiaoyuanzhao.com/76/89/766AE65EC60388383B7AD45608A29D89.png,150,pages/zwDetail/zwDetail?uuid=inn_ijlsmqam4ybg,100,13,0,2018-10-19 10:35:21,中文,15-50人,https://www.shixiseng.com/intern/inn_ijlsmqam4ybg
深圳市南山区高新园南区科技南十二路先健科技大厦20楼2008房,人工智能 大牛团队 福利待遇优 成长空间大,可转正,深圳,Webot,0,com_eb1bfkjqcivk,5,硕士,0,2019-04-01,1,金融知识工程师实习生,计算机/互联网,"<span> 
<div>
	岗位职责：
</div>
<div>
	<span style=""font-size:16px;color:#333333;"">1. 帮助人工智能算法团队普及金融知识；</span> 
</div>
<div>
	<span style=""font-size:16px;color:#333333;"">2. 帮助人工智能算法团队进行金融行业相关数据的整理、处理以及标注；</span> 
</div>
<div>
	<br>
</div>
<div>
	<span style=""font-size:16px;color:#333333;"">职位要求：</span> 
</div>
<div>
	<span style=""font-size:16px;color:#333333;background-color:#ffffff;"">1.</span> <span style=""font-size:16px;color:#333333;background-color:#ffffff;"">金融相关转正硕士在读研究生；</span><span style=""font-size:16px;color:#333333;background-color:#ffffff;"">；</span> 
</div>
<div>
	<span style=""font-size:16px;color:#333333;background-color:#ffffff;"">2. 具备金融行业专业知识；</span> 
</div>
<div>
	<span style=""font-size:16px;color:#333333;background-color:#ffffff;"">3. 做事细心有耐心，对人工智能领域感兴趣；</span> 
</div>
<div>
</div>
</span>",0,https://sxsimg.xiaoyuanzhao.com/76/89/766AE65EC60388383B7AD45608A29D89.png,200,pages/zwDetail/zwDetail?uuid=inn_m7zoosxqfisg,150,13,0,2018-10-19 10:35:11,中文,15-50人,https://www.shixiseng.com/intern/inn_m7zoosxqfisg
海淀区知春路23号量子银座11F,技术大牛、一对一导师、定期团建、免费早晚餐、零食水果饮品；,可转正,北京,智融集团,0,com_o2sap1pwcyuz,5,硕士,0,2018-12-31,1,实习算法工程师,计算机/互联网,"<p>
	职位描述：
</p>
<p>
	1）独立进行数据统计和预处理等；
</p>
<p>
	2）进行特征挖掘、标签抽取、模型优化、算法评估等工作；
</p>
<p>
	3）对海量业务数据进行分析，调研符合风控业务需求的策略解决方案
</p>
<p>
	职位要求：
</p>
<p>
	1）计算机及相关专业，本科或以上在校学生；
</p>
<p>
	2）熟悉数据结构和算法，熟练使用C/C++/Python/Java 任意一种；
</p>
<p>
	3）了解机器学习、数据挖掘基本算法；
</p>
<p>
	4）对机器学习算法有强烈的兴趣，乐于进行深入的研究和探索；
</p>
<p>
	5）有强烈的上进心和求知欲，善于学习新事物，有很强的分析和解决问题的能力；
</p>
<p>
	6）可以连续实习6个月以上，每周至少4天实习时间。
</p>",0,https://sxsimg.xiaoyuanzhao.com/DC/C9/DC1728FC2EDEEE6576BC3FDBF472F0C9.jpg,400,pages/zwDetail/zwDetail?uuid=inn_u35fkzd0vn7u,300,4,0,2018-10-19 10:22:35,中文,150-500人,https://www.shixiseng.com/intern/inn_u35fkzd0vn7u
上海市浦东新区新金桥路1599号东方万国企业中心B1幢4层,提供住宿，leader很nice，待遇优厚,可转正,上海,上海数策,0,com_j8bx1vk4zabh,5,本科,0,2018-10-25,1,文本建模助理,计算机/互联网,"<br>
<div>
	<div>
		<span style=""font-size:14px;"">职位要求：</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（1）熟练掌握excel操作，有一定数据分析工作经验</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（2）学习能力强，工作会涉及到全新软件学习</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（3）逻辑能力强，文字理解能力优秀，了解汽车行业知识优先</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（4）有耐心，自驱力强，勇于沟通</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（5）实习时间不少于5个月</span> 
	</div>
	<div>
		<span style=""font-size:14px;""></span><br>
	</div>
	<div>
		<span style=""font-size:14px;"">工作描述：</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（1）负责文本建模具体规则梳理</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（2）负责文本模型数据测试及运维</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（3）负责配合文本建模师完成建模规划</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（4）文本模型开源算法研究</span> 
	</div>
	<div>
		<span style=""font-size:14px;"">（5）配合其他项目工作</span> 
	</div>
	<div>
		<br>
	</div>
</div>",0,https://sxsimg.xiaoyuanzhao.com/89/99/8956851288C7368F8662E01C6AD02F99.jpg,150,pages/zwDetail/zwDetail?uuid=inn_ghppsuc83q85,140,6,0,2018-10-19 10:05:26,中文,50-150人,https://www.shixiseng.com/intern/inn_ghppsuc83q85
南京栖霞区仙林软件产业园5栋8楼,高薪+奖金+工作餐补贴+零食福利+挑战,面议,"北京,南京",感易智能,0,com_bpciweuvykd9,4,硕士,0,2018-10-31,1,NLP算法研究员-南京,计算机/互联网,"<div>
	<div>
		<div>
			<div>
				<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">职责描述：&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、NLP+DL基础关键技术研究与算法设计&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、司法领域的非结构化数据语义分析，抽取和理解&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">任职要求：&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、真正的感兴趣 + 足够的专业经验&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、扎实的数理统计基础，理解并熟练运用机器学习、自然语言处理等常用算法/工具&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">3、Top院校的硕博毕业生，自然语言处理/知识图谱/机器学习/数据挖掘/深度学习/信息检索相关方向&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">4、具备较好编程功底者优先，已在NLP, ML，CV等顶会发过Paper者优先&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">相关说明：&nbsp;&nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、与一流团队一起快速成长，优先转正+特殊offer&nbsp; &nbsp;&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、极有竞争力的实习待遇 + 奖金 + 宿舍</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">3、工作餐补贴 ，各种福利&nbsp;</span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">4、办公地点：南京图灵人工智能研究院 </span><br>
<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">5、招聘人数4人</span> 
			</div>
		</div>
	</div>
</div>",0,https://sxsimg.xiaoyuanzhao.com/AB/5A/AB8CB8E1D00B8E2154D2A81582E3C45A.png,300,pages/zwDetail/zwDetail?uuid=inn_wxhiza8uijon,250,4,0,2018-10-19 09:42:56,中文,15-50人,https://www.shixiseng.com/intern/inn_wxhiza8uijon
南京栖霞区仙林软件产业园5栋8楼,高薪+奖金+工作餐补贴+宿舍+有挑战的问题,可转正,南京,感易智能,0,com_bpciweuvykd9,4,硕士,0,2018-10-25,1,数据挖掘算法实习生-南京,计算机/互联网,"<div>
	<div>
		<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">职责描述：&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">1、对海量数据的理解和挖掘，满足客户核心诉求</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">2、调研、应用、验证和优化机器学习方法/模型</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">&nbsp;&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">任职要求：&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">1、真正的感兴趣 + 较强的问题解决和沟通能力</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">2、扎实的数理统计基础，理解并熟练运用机器学习、数据挖掘等常用算法/工具&nbsp;&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">3、Top院校的硕博毕业生，数据挖掘/机器学习/数理统计等相关专业方向&nbsp;&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">4、编程熟练，参加过ACM-ICPC等程序设计竞赛，获奖者优先<span style=""color:#595757;font-size:14px;""></span><br>
</span><span><span style=""font-size:13px;background-color:#ffffff;"">5、参加过数据挖掘相关竞赛（Kaggle, KDD Cup等），获奖者优先<br>
</span></span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">相关说明：&nbsp;&nbsp;&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">1、与一流团队一起快速成长，优先转正+特殊offer&nbsp; &nbsp;&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">2、极有竞争力的实习待遇 + 奖金 + 宿舍</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">3、工作餐补贴，各种福利&nbsp;</span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">4、工作地点：南京图灵人工智能研究院&nbsp; </span><br>
<span style=""font-size:13px;color:#000000;background-color:#ffffff;"">5、招聘人数2~3人</span> 
	</div>
</div>",0,https://sxsimg.xiaoyuanzhao.com/AB/5A/AB8CB8E1D00B8E2154D2A81582E3C45A.png,300,pages/zwDetail/zwDetail?uuid=inn_fpp6ztulfjaf,250,4,0,2018-10-19 09:42:54,中文,15-50人,https://www.shixiseng.com/intern/inn_fpp6ztulfjaf
北京市海淀区双清大厦4号楼,高薪+奖金+工作餐+住宿补贴+零食福利,可转正,北京,感易智能,0,com_bpciweuvykd9,4,硕士,0,2018-11-02,1,NLP数据标注实习生,计算机/互联网,"<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">工作职责： </span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">参与数据标注及相关开发工作</span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、从事自然语言理解的相关数据标注，整理，分析工作；</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、<span>理解数据标注的背景和规则，</span>根据算法模型需要进行标注； </span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">&nbsp;&nbsp;</span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">职位要求： <br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""></span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、 对数据敏感，工作严谨、责任心强、足够主动，<span>有责任心，有耐心，执行力强；</span> </span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、 计算机或者金融相关专业，本科及以上学历 </span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">3、可以保证每周4天及以上的工作时间；</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">4、对自然语言处理，人工智能领域有较浓厚兴趣者优先</span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">相关说明：&nbsp; <br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""></span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">1、与一流团队一起快速成长，优先转正&nbsp;&nbsp; <br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""></span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">2、极有竞争力的实习待遇 + 奖金 + 外地生源宿补&nbsp;&nbsp;&nbsp;&nbsp; <br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;""></span><span style=""color:#000000;font-size:13px;background-color:#ffffff;"">3、午餐、晚餐、零食饮料不限 ，各种福利等&nbsp;&nbsp;&nbsp;</span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">4、在清华附近办公</span><span style=""color:#000000;font-size:13px;background-color:#ffffff;""><br>
</span> 
</p>
<p>
	<span style=""color:#000000;font-size:13px;background-color:#ffffff;"">5、招聘人数5人&nbsp;</span> 
</p>",0,https://sxsimg.xiaoyuanzhao.com/AB/5A/AB8CB8E1D00B8E2154D2A81582E3C45A.png,400,pages/zwDetail/zwDetail?uuid=inn_gw2q17gq93eo,200,4,0,2018-10-19 09:42:52,中文,15-50人,https://www.shixiseng.com/intern/inn_gw2q17gq93eo
